,Data,User,Pesan,Saham,Jam,Tanggal
89,90,Lukman,"Membalas : Target saya MLPL 1.000, MPPA 1.500, LPPF 3.000, BABP 500, lalu UNVR 10.000, ICBP 12.500, HMSP 2.000 & GGRM 80.000
Mlpl ada sentimen apalagi?","BABP,GGRM,HMSP,ICBP,LPPF,MLPL,MPPA,UNVR",2:52:20 PM,Sunday May 30 2021
90,91,Aldo,"Membalas : Target saya MLPL 1.000, MPPA 1.500, LPPF 3.000, BABP 500, lalu UNVR 10.000, ICBP 12.500, HMSP 2.000 & GGRM 80.000
kalo begini smua Resign broooo   ga usah kerja nyata lg wkwkwkkw","BABP,GGRM,HMSP,ICBP,LPPF,MLPL,MPPA,UNVR",2:51:22 PM,Sunday May 30 2021
91,92,Lukman,"Membalas : Target saya MLPL 1.000, MPPA 1.500, LPPF 3.000, BABP 500, lalu UNVR 10.000, ICBP 12.500, HMSP 2.000 & GGRM 80.000
Jangka waktu brp lama?","BABP,GGRM,HMSP,ICBP,LPPF,MLPL,MPPA,UNVR",2:51:14 PM,Sunday May 30 2021
92,93,Kevin Grandis,"Membalas : Target saya MLPL 1.000, MPPA 1.500, LPPF 3.000, BABP 500, lalu UNVR 10.000, ICBP 12.500, HMSP 2.000 & GGRM 80.000
Good","BABP,GGRM,HMSP,ICBP,LPPF,MLPL,MPPA,UNVR",2:51:09 PM,Sunday May 30 2021
93,94,Jose - GoVo,"Membalas :    MLPL mau antri dulu lah di 400 an, MPPA di 1000 
Target saya MLPL 1.000, MPPA 1.500, LPPF 3.000, BABP 500, lalu UNVR 10.000, ICBP 12.500, HMSP 2.000 & GGRM 80.000  ","BABP,GGRM,HMSP,ICBP,LPPF,MLPL,MPPA,UNVR",2:50:48 PM,Sunday May 30 2021
94,95,Aldo,"Membalas :    MLPL mau antri dulu lah di 400 an, MPPA di 1000 
mppa arb 985 mlpl arb 438","MLPL,MPPA",2:50:01 PM,Sunday May 30 2021
95,96,Rein's  :copyright::registered:,"Membalas : bukan hu    -> @Iyu_gogogo ini masternya   
   MLPL mau antri dulu lah di 400 an, MPPA di 1000 ","MLPL,MPPA",2:48:36 PM,Sunday May 30 2021
96,97,Jose - GoVo,"Membalas : siap haka bsok hu     
Siap dok hu, jgn lupa agii 1000an ke 2000 enteng, 2000 ke 1000an jg enteng...

Masalahnya mari udah dari 50  ",AGII,2:42:01 PM,Sunday May 30 2021
97,98,Aldo,"Membalas : Gpp, mppa, mlpl, arto, babp dkk aja bisa terbang tinggi, padahal tau sendiri FA & kondisi di lapangannya. Klo Mari, kan yg po
siap haka bsok hu     ","ARTO,BABP,MLPL,MPPA",2:40:25 PM,Sunday May 30 2021
98,99,Jose - GoVo,"Membalas : secara fundamental MARI kurang bagus, kalo hanya krn digital trus naik smp 200% menurut saya kurang layak d hold. malah ngeri.
Gpp, mppa, mlpl, arto, babp dkk aja bisa terbang tinggi, padahal tau sendiri FA & kondisi di lapangannya.  
Klo Mari, kan yg pompom banyak + ada om ET disana, ya 11 12 kayak agii mungkin ntar nasibnya","AGII,ARTO,BABP,MLPL,MPPA,MARI",2:38:10 PM,Sunday May 30 2021
99,100,mr zai,WINS berpotensi membentuk SSP pattern,WINS,2:20:06 PM,Sunday May 30 2021
100,101,Bagger Hunter,"Membalas : Photo
MARI masih nunggu news strategis investor di Noice yg katanya perusahaan unicorn.",MARI,1:14:30 PM,Sunday May 30 2021
101,102,Achilles JoKer,Jangan di pom pom om MARI. Ko MY ada sebut juga wkwkw. Ntr pada haka. Kacau    ,MARI,1:14:20 PM,Sunday May 30 2021
102,103,Eko Bawono,"#MARI. sejauh ini mnrt sy bagus.
Tapi kl ga bs lewati 336, ga ada artinya.
Ini adalah foto",MARI,1:06:42 PM,Sunday May 30 2021
103,104,Hendra Choo,"Ini adalah foto
keren ini, teknologi semakin canggih. radio seluruh dunia bisa d dengar.
radio ??? MARI ???    
secara fundamental MARI kurang bagus, kalo hanya krn digital trus naik smp 200% menurut saya kurang layak d hold. malah ngeri.
maaf ya hanya pendapat pribadi    moga salah.",MARI,12:36:58 PM,Sunday May 30 2021
104,105,Nanang Eko,"Membalas : Pagi teman2 gimana apa ada yg sudah pegang EPMT..mau bagi dividen 8%...apa masih bagus untuk masuk kejar dividen...atau ada kemu
Dilihat lg historis saat exdate lwat chart pak",EPMT,9:09:49 AM,Sunday May 30 2021
105,106,Mangatas Marpaung,Pagi teman2 gimana apa ada yg sudah pegang EPMT..mau bagi dividen 8%...apa masih bagus untuk masuk kejar dividen...atau ada kemungkinan yg baru masuk..akan kena dividen trap?monggo analisa para suhu..,EPMT,8:02:13 AM,Sunday May 30 2021
106,107,Hartono,"Membalas : Photo
iya tgl 7 besok
Membalas : Misal hrg penutupan spma h-1 550 ya pak, jd yg bpk dpt 550/(2/1) = 275 per lembar Tp saya bisa salah ngitung juga si , jarang
ok pak, thx",SPMA,6:10:54 AM,Sunday May 30 2021
107,108,Charles Prop,"Membalas : Ya koin jg ad yg cuan kotos2 kan? Trs duit cuanny buat foya2 beli mobil jg ekonomi muter kan?
ya kalau itu balik lagi sih om, yg cuan banyakan whalenya atau retailnya.",KOIN,11:57:39 PM,Saturday May 29 2021
108,109,Wlliam,"Membalas : pointnya ya diatas. tujuan bansos itu dikasi untuk muterin ekonomi setempat. bukan dipake buat ke coin. hehe. gitu aja simple ko
Ya koin jg ad yg cuan kotos2 kan? Trs duit cuanny buat foya2 beli mobil jg ekonomi muter kan?",KOIN,11:56:49 PM,Saturday May 29 2021
109,110,Aliong,"Membalas : SPMA
Misal hrg penutupan spma h-1 550 ya pak, jd yg bpk dpt 550/(2/1) = 275 per lembar

Tp saya bisa salah ngitung juga si  , jarang case emiten bagi dividen saham, mungkin ada suhu dimari yg mau koreksi
Satu lg yg perlu dilihat ini pak, rasionya udah berubah soalnya hrg skrg diatas hrg nominalnya

Rupsnya baru tgl 7 juni besok ya pak?
Ini adalah foto",SPMA,10:41:38 PM,Saturday May 29 2021
110,111,Hartono,"Membalas : Hrs nunggu hrg di pentupan h-1 itu dulu pak, atau ini emitennya apa pak? Biar bisa di kira2 dptnya brp
SPMA",SPMA,9:53:18 PM,Saturday May 29 2021
111,112,Jimmy,"Membalas : Tq..takut nya di tgl ex date di jual keburu turun...seperti BJTM minggu lalu..keburu turun 9%..nggak cuan lagi dividennya..
Pasti turun Pak, sesuai besar dividennya minimal. Tapi gak ada jaminan pasti turun terus. Di ANTM dan INCO kemaren saya sukses dapat dividen dan keluar dengan cuan juga (hanya hold beberapa hari saja). Tapi ya ini tidak jaminan yah. Ada yang ""ketagihan"" turun habis gap down H+1 dividen  ","ANTM,BJTM,INCO",7:57:16 PM,Saturday May 29 2021
112,113,Chan,"Membalas : MLPL hari senin gimna ya pak
arb ",MLPL,7:14:10 PM,Saturday May 29 2021
113,114,Avianto,"Membalas : Tq..takut nya di tgl ex date di jual keburu turun...seperti BJTM minggu lalu..keburu turun 9%..nggak cuan lagi dividennya..
Ini yg namanya deviden trap , pak.

Makanya sebaiknya beli sebelum RUPS.. biasa harga masih di bawah.. 

Tapi yg paling bagus sih kalo emang mau utk invest... jadi sambil nunggu harga naik , kita dapat deviden.. ",BJTM,6:32:45 PM,Saturday May 29 2021
114,115,Mangatas Marpaung,"Membalas : Tidak kak, harus di hold selama tgl 31 Mei itu, tgl 1 Juni br bisa dijual kalau mau dapat devidennya
Tq..takut nya di tgl ex date di jual keburu turun...seperti BJTM minggu lalu..keburu turun 9%..nggak cuan lagi dividennya..",BJTM,6:25:32 PM,Saturday May 29 2021
115,116,Rui :rocket: :speedboat::dancer: ,"Membalas : Teman2 EPMT akan bagi dividen tgl Cum Date 31 Mei 2021...jika sahamnya kita jual tgl 31 sore..apakah kita dapat dividen?
Tidak kak, harus di hold selama tgl 31 Mei itu, tgl 1 Juni br bisa dijual kalau mau dapat devidennya",EPMT,6:23:15 PM,Saturday May 29 2021
116,117,Mangatas Marpaung,Teman2 EPMT akan bagi dividen tgl Cum Date 31 Mei 2021...jika sahamnya kita jual tgl 31 sore..apakah kita dapat dividen?,EPMT,6:17:17 PM,Saturday May 29 2021
117,118,Bapakne Naila,"Membalas : hotel stop konstruksi bakal berdarah2 nih?
MLBI kapan naiknya inii",MLBI,5:37:03 PM,Saturday May 29 2021
118,119,Yu. Ni,"Ga cuma karyawan hotel,  karywan hotel masih sukur digaji walaupun stengah, 
guide, supir freeland, org yg punya artshop, villa2 kecil di ubud canggu berdampak lebih parah, cicilan ttp jalan ga ada kringanan sama sekali...di villa2 kecil beban listrik 5jt ampe 15jt sbulan...pada dicabut paksa PLN karena ga sanggup bayar, villa kecil milik perorangan butuh maintenence yg ga sdikit...msin kolam renang, kbersihan kebun dkk...jarang yg bertahan ...dilego murah2 ke orang2 jakarta, harga villa sbelum pandemi 3 milyar skrg ditawar 1 milyar pun deal,,,
Supir freeland dan supir agen perjalanan jadi pengangguran asli tanpa kerjaan, 
Pertanian daridulu emg bagian dari masyarakat bali kok, cuma duitnya ga sbanyak pariwisata, solusinya ya skrg mesti mau ga mau mengencangkan ikat pinggang, ga bisa dapet pmasukan sbanyak dulu. 
Saya orang bali asli, tinggal di daerah wisata (ubud) dan bisnis pariwisata juga...
Sbenernya pmerintah bantu meringankan kredit bank aja sudah cukup bagi org2 disini .. ",MSIN,3:58:47 PM,Saturday May 29 2021
119,120,Erich,"Membalas : Badut kali Om  
biar aja indexnya badut..emg uda dari dlo kan? yg penting emiten2nya masi bisa kasi cuan sikit2   kayak babp gitu sikitnya dari awal morning star sampai diguyur kmrn  ",BABP,3:08:08 PM,Saturday May 29 2021
120,121,Aliong,"Membalas : So far sih ga ngelag ya. Kecuali ya itu kalo hajar kiri/kanan volume gede banget di hp. Kalo di PC so far ga ada masalah. Si b i
Iya bener dikumpulin dulu, saya si ga pake mirae jd ga paham sistem remote tradingnya gimana tp kayanya ga pake algo deh jd ketika di awal market buka trs dia lg mark up/isi bid palsu itu masih manual inputnya

Btw ini saya liat di saham2 yg suka dia mention ""ga likuid"", mana dia berani pom pom unvr hmsp  ","HMSP,MARK,UNVR",2:49:23 PM,Saturday May 29 2021
121,122,Aliong,"Perusahaan gede biasanya selalu kasi opsi buat beli, nanti sebelum penawaran di cek di prospektusnya aja, ini contoh di saham MSIN
Ini adalah foto",MSIN,11:31:30 AM,Saturday May 29 2021
122,123,Eko Bawono,"#DMMX. SP nya pakdhe mangstabh. Apakah sudah selesai pestanya? Kita tunggu sj konsolidasinya.
Ini adalah foto
#ARTO. Silakan dicari proyeksinya masing2 
Ini adalah foto
#ASSA. Smntara mantul di ma10w
Ini adalah foto","ARTO,ASSA,DMMX",11:13:30 AM,Saturday May 29 2021
123,124,Nanang Eko,"Membalas : Coba selain koin yg ditempel.. Ntah itu obeng, kunci inggris atau velg mobil.. Nempel juga ga..    
Wah klo velg mobil sgala yaa skalian fitnes dong pak ",KOIN,10:26:55 AM,Saturday May 29 2021
124,125,Bow,"Coba selain koin yg ditempel.. Ntah itu obeng, kunci inggris atau velg mobil.. Nempel juga ga..    ",KOIN,10:26:05 AM,Saturday May 29 2021
125,126,Ocha,"Membalas : Selamat pagi semua, semoga selalu sehat. .. saya ingin bertanya siapa tau ada yg punya referensi. terkait suatu perusahaan yg wa
Bjbr setahu sy dulu seperti itu..ke karyawan dulu ditawarkan",BJBR,10:25:52 AM,Saturday May 29 2021
126,127,Novagus VP,"Sy coba berkali2 koin 1000 ga nempel,, tp uang 100rb sekali coba langsung nempel..   
Ini adalah foto",KOIN,10:24:04 AM,Saturday May 29 2021
127,128,Danny Widianto,"Membalas : Selamat pagi semua, semoga selalu sehat. .. saya ingin bertanya siapa tau ada yg punya referensi. terkait suatu perusahaan yg wa
Kayaknya saham LIFE pernah begitu.....
Ditawarin dulu ke karyawan sebelum IPO",LIFE,8:48:56 AM,Saturday May 29 2021
128,129,Benhan,"ASSA RI Cum date 10 June, chartnya seperti ini, breakout tinggal tunggu waktu",ASSA,8:03:05 AM,Saturday May 29 2021
129,130,Billy N,"Membalas : Malam semua, apakah ada saran buku untuk trader pemula selain mega profit ?
Terimakasih semua  
Membalas : Kalau daftar di e-ipo pasti kebagian pak... 2 lot pukul rata  kmrn pengalaman pesan IPO UNIQ.. bikin kapok
Saat e-ipo uang sejumlah order tertahan?","MEGA,UNIQ",6:28:41 AM,Saturday May 29 2021
130,131,GumBall,"Membalas : KOTA menuju Go cap okay?
Gas haha",KOTA,8:59:52 PM,Thursday May 27 2021
131,132,Al Bundy,KOTA menuju Go cap okay?,KOTA,8:51:35 PM,Thursday May 27 2021
132,133,Mbah Bedjo,"Membalas : https://money.kompas.com/read/2021/05/07/080142326/tahun-ini-bni-berencana-tutup-96-kantor-cabang?page=all
Alhamdulillah, the next HERO nie, tutup gerai langsung ara   ",HERO,7:30:22 PM,Thursday May 27 2021
133,134,Avianto,"Membalas : TelkomSELL
Ini yg bikin TLKM drop.. hari ini, padahal umumkan bagi deviden 168/lbr... he he he

Untung kemarin udh SELL di 3380 - 3390  ",TLKM,7:28:14 PM,Thursday May 27 2021
134,135,Arie,"Membalas : TLKM Senin ARA dihaka Slankers seluruh dunia  
di haka slankers  ",TLKM,7:23:20 PM,Thursday May 27 2021
135,136,Suyanto SK,"Membalas : Luar biasa Telkomslank!! Semoga sukses
TLKm to the moon :rocket::rocket::rocket::rocket::rocket:",TLKM,7:22:40 PM,Thursday May 27 2021
136,137,AWK,TLKM Senin ARA dihaka Slankers seluruh dunia  ,TLKM,6:57:13 PM,Thursday May 27 2021
137,138,Fajar Oktavaria,"Membalas :   bbca dikira ga galau, sehari akum sehari distribusi
indahnya dan mudahnya capai profit dengan trading/invest di saham bank jika faktor naik turunnya hanya karna fee tarik tunai/cek saldo",BBCA,6:21:38 PM,Thursday May 27 2021
138,139,Charles Prop,"hero pun sebenernya uda ga kuat saing, barang dia mahal. paling mahal, kadang lebih mahal dari farmers/ranch market. yang di taman anggrek kan sempet sudah ditutup eh buka lagi terakhir tapi sepi, lebih sepi dari carefour
Membalas : jika ada fee tarik tunai/cek saldo bikin harga sahamnya galau, lalu ini apa kabar yang ga ada fee dari 2 itu tapi ikutan galau,
  bbca dikira ga galau, sehari akum sehari distribusi",BBCA,6:18:22 PM,Thursday May 27 2021
139,140,Happy L1fe,"Hehe kalau cabang tutup saya rasa masih wajar Pak, biasa untuk efisiensi cost atau bukan berarti tidak sehat... saya pernah kerja di BNLI, begitu ketat sekali tentang cost, dan pemberian bunga deposito... Nyatanya bnli dilirik investor besar kan? Lets be open minded people",BNLI,6:04:54 PM,Thursday May 27 2021
140,141,Charles Prop,"Membalas : Mencoba memberikan pendapat, bank sehat tdk sehat bukan bergantung dr pengenaan biaya tarik atm....Ada yg namanya NPL ,growth dp
Hush jgn terlalu detail bu   .

Kemarin saya ke pancoran bank bni cabang tutup. Tapi saham bbni kok ga jadi gocap ",BBNI,6:02:06 PM,Thursday May 27 2021
141,142,hery,deviden TLKM Rp 168 *info dari yg ikut,TLKM,4:29:18 PM,Thursday May 27 2021
142,143,bang as,"Membalas : BBRI netbuy 415B hari ini, no worries
MG nyopet, kemaren barong di 3950, dah jual cuan 3%",BBRI,4:15:44 PM,Thursday May 27 2021
143,144,Charles Prop,"Membalas : bmri mungkin kena sentimen perampokan juga dong  
Mungkin besok satpam nya kepleset pun jadi sentimen ",BMRI,3:45:50 PM,Thursday May 27 2021
144,145,bang as,"Membalas : Ya ia kali om 
bmri mungkin kena sentimen perampokan juga dong  ",BMRI,3:45:16 PM,Thursday May 27 2021
145,146,robby shindo,"Membalas : PGAS bagaimana suhu2? Apa msh aman?
hrs nya ga bgt aman

trend besar melemah
outflow msh lbh besar
vol menurun
tertahan EMA 13",PGAS,3:34:08 PM,Thursday May 27 2021
146,147,Joe,"Membalas : iya, gak jauh2  
1 lagi MPPA Pak, hari ini ada masuk transaksi nego jg",MPPA,2:58:35 PM,Thursday May 27 2021
147,148,Raditbima,"BGTG tak lain tak bukan net buyernya....  
Ini adalah foto",BGTG,2:50:42 PM,Thursday May 27 2021
148,149,Fang Yin,Kobx pantau,KOBX,2:45:53 PM,Thursday May 27 2021
149,150,Raditbima,BNBA bullish engulfing?,BNBA,2:42:06 PM,Thursday May 27 2021
150,151,Hendra Choo,DNAR      memang OKE,DNAR,2:39:01 PM,Thursday May 27 2021
151,152,Hadi P,"Membalas : BGTG ARA horeee
yihaa",BGTG,2:35:42 PM,Thursday May 27 2021
152,153,Raditbima,"Membalas : BGTG ARA horeee
Lanjut yuk senin. Barang masih di dalem soalnya  ",BGTG,2:35:33 PM,Thursday May 27 2021
153,154,Dream Big,Ara kan BNBA,BNBA,2:29:39 PM,Thursday May 27 2021
154,155,LEO,ara kan bbhi ndarr...,BBHI,2:28:21 PM,Thursday May 27 2021
155,156,Dream Big,BGTG ARA horeee,BGTG,2:22:59 PM,Thursday May 27 2021
156,157,BFD,ARA ga yah BGTG  ,BGTG,2:15:21 PM,Thursday May 27 2021
157,158,Jutha Bram,"Membalas : Wiihh om ce en be ce beneran serok babp pak @JuthaBram    
Saya LPPF aja lah ","BABP,LPPF",2:08:25 PM,Thursday May 27 2021
158,159,Adit Caraba,"Membalas : Wiihh om ce en be ce beneran serok babp pak @JuthaBram    
parah ni ya om si ce en be ce  ",BABP,1:47:58 PM,Thursday May 27 2021
159,160,Jafar Sim,"Membalas : babp ayooo tarikkk  
Wiihh om ce en be ce beneran serok babp pak @JuthaBram    ",BABP,1:47:34 PM,Thursday May 27 2021
160,161,Cayoooo 94,Babp sama bcap prank ,"BABP,BCAP",1:46:37 PM,Thursday May 27 2021
161,162,Achilles JoKer,BEBS cakep juga ya,BEBS,1:43:17 PM,Thursday May 27 2021
162,163,Jose - GoVo,"Membalas : hebat jg pipipi gerakin bgtg  
abis gitu muncul rumor, gopay merger ovo bukan ke arto atau nobu, melainkan..... BGTG :rocket::rocket::rocket: wkwkwkwkwkwk (ini masih prank ya)","ARTO,BGTG,NOBU",1:38:03 PM,Thursday May 27 2021
163,164,Jose - GoVo,"Membalas : BGTG HAKA
barengan sama koko pipiaipi nih",BGTG,1:33:33 PM,Thursday May 27 2021
164,165,MIC,BGTG HAKA,BGTG,1:30:58 PM,Thursday May 27 2021
165,166,bang as,"Membalas : https://www.cnbcindonesia.com/market/20210528093653-17-248930/eks-bos-bursa-pre-closing-saham-rawan-jadi-mainan-bandar
ini yg kaya bbri kemaren closingnya terjun bebas  ",BBRI,1:16:26 PM,Thursday May 27 2021
166,167,Muhammad Loethfi,"Membalas : Pnbs Itu udah pake robot, deteksi ritel masuk, langsung sikat  
MG masuk dimari Om Jim, setelah hengkang dari WINS dan BABP..
Kalo dia beli 1lot 1lot berarti pertanda buruk buat dunia persilatan...  ","BABP,PNBS,WINS",12:52:08 PM,Thursday May 27 2021
167,168,J IR,"Membalas : bc selain unvr & indomie, banyak yg ijo2 tuh om. khusus unvr, indomie cs dan rokok2an udah didepak dari bc versi saya
Rokok mantap Pak...nunggu ggrm di 10rb an","GGRM,UNVR",11:32:56 AM,Thursday May 27 2021
168,169,David,"Membalas : takut diprank lg kayak digital banking dan bank digital nih om, trauma... ntar dividennya beda kurs atau salah input koma nya
dengernya sih d beli group saritoga, tp selama fundamental ga dukung bisa balik ke harga tidurnya.
kalo bank digital dr awal udh ga yakin blas meskipun arto naik gila2an, bedanya ama net banking dkk aja ga jelas",ARTO,11:23:47 AM,Thursday May 27 2021
169,170,Jose - GoVo,"Membalas : mpmx ga ada remnya
takut diprank lg kayak digital banking dan bank digital nih om, trauma... ntar dividennya beda kurs atau salah input koma nya",MPMX,11:21:56 AM,Thursday May 27 2021
170,171,Petro,Babp arb yu,BABP,11:20:53 AM,Thursday May 27 2021
171,172,Jose - GoVo,"Membalas : Pnbs Itu udah pake robot, deteksi ritel masuk, langsung sikat  
yg pakai sistem robot selain ht, lippo, bakrie dan panin, apa lagi ya hu?",PNBS,11:20:18 AM,Thursday May 27 2021
172,173,Jimset,"Membalas : ini saya cl sadis hu, gara2 pindah ke pnbs, eh cl jg pnbsnya
Pnbs Itu udah pake robot, deteksi ritel masuk, langsung sikat  ",PNBS,11:19:25 AM,Thursday May 27 2021
173,174,Tommy Hermes,"Membalas : Aku beli mpmx 855 jual 870 1.8%
Wah hu jago, kapan gentlemen s talk nih hu",MPMX,11:18:16 AM,Thursday May 27 2021
174,175,Fahmi,MCOR tembus ma200   ,MCOR,11:17:16 AM,Thursday May 27 2021
175,176,Iwan Sugiarto,MPMX mampu ARA ga ya  ?,MPMX,11:16:12 AM,Thursday May 27 2021
176,177,Jafar Sim,"Membalas : Aku beli mpmx 855 jual 870 1.8%
Siapp Terima kasih",MPMX,11:05:27 AM,Thursday May 27 2021
177,178,Noveno Teddy,"Membalas : Hu noveno uda ambil posisi? Boleh bantu share? Mau ikutan nyicip jga kalau boleh
Aku beli mpmx 855 jual 870 1.8%",MPMX,11:05:04 AM,Thursday May 27 2021
178,179,MIC,BGTG joss orang sibuk grup mnc   ,BGTG,10:56:52 AM,Thursday May 27 2021
179,180,Jose - GoVo,"Membalas : Pnlf 190 jebol take profit 197-198
ini saya cl sadis hu, gara2 pindah ke pnbs, eh cl jg pnbsnya","PNBS,PNLF",10:54:10 AM,Thursday May 27 2021
180,181,Noveno Teddy,"Membalas : Pnlf 190 jebol take profit 197-198
Tapi aku gk megang ini",PNLF,10:53:30 AM,Thursday May 27 2021
181,182,Noveno Teddy,Pnlf 190 jebol take profit 197-198,PNLF,10:52:19 AM,Thursday May 27 2021
182,183,@mskholid,"WINS itu bid kiri sampai kosong.
Itu tandanya apa ya?",WINS,10:49:45 AM,Thursday May 27 2021
183,184,apieth,"Newsnya bkin pusing, uda kt fokus k volume aja. Mau RI jg BABP",BABP,10:47:02 AM,Thursday May 27 2021
184,185,      ,"Membalas : Masih bisa BABP
Bisa merah tutupannya  ",BABP,10:41:37 AM,Thursday May 27 2021
185,186,apieth,"Babp retrace secara kasar k fibo 618 krn MG. Brg dia sisa 1B an, smg cpt abis, krn dia akan buyback lg. Uda 2x dia bolak balik
Ini adalah foto",BABP,10:40:43 AM,Thursday May 27 2021
186,187,Noveno Teddy,"Membalas : Noveno bagaimana suhu Noveno apakah portonya sudah multibager dan forever cuan?
Yang naik gorengan smua si.. icip issp dikit cuan 7000 mayan :v buat beli krupuk",ISSP,10:29:08 AM,Thursday May 27 2021
187,188,Erich,babp kena tabok mang goreng,BABP,10:12:48 AM,Thursday May 27 2021
188,189,Andre,BABP top 5 buy broker retail,BABP,10:12:26 AM,Thursday May 27 2021
189,190,Charles Prop,sakit ya hakian babp,BABP,10:12:08 AM,Thursday May 27 2021
190,191,Doren,BABP gap kecil ya di 162-165,BABP,10:11:12 AM,Thursday May 27 2021
191,192,marwan,MPPA arb ya?,MPPA,10:07:23 AM,Thursday May 27 2021
192,193,Mangatas Marpaung,"Membalas : ICBP kalo Q1 keluar pasti terbang sahamnya
Terbang ke bawah.. ",ICBP,9:58:20 AM,Thursday May 27 2021
193,194,Eru Yagami,ICBP kalo Q1 keluar pasti terbang sahamnya,ICBP,9:57:42 AM,Thursday May 27 2021
194,195,deby,Babp ara gak nih,BABP,9:51:46 AM,Thursday May 27 2021
195,196,Eru Yagami,"Membalas : BABP masih panjang...
Mantap Pak Lurah",BABP,9:51:07 AM,Thursday May 27 2021
196,197,MIC,BGTG joss,BGTG,9:49:41 AM,Thursday May 27 2021
197,198,Lilis,"KPIG 

BUY IF BREAK 125

TARGET 1 152
TARGET 2 168
STOPLOSS IF BREAK 112
(DISC ON)",KPIG,9:49:30 AM,Thursday May 27 2021
198,199,Faliq H,"Membalas : Ikutin arus, babp besok masih bisa ARA
besok libur",BABP,9:43:44 AM,Thursday May 27 2021
199,200,Eru Yagami,"Ikutin arus, babp besok masih bisa ARA",BABP,9:43:32 AM,Thursday May 27 2021
200,201,Muhammad Galih,"Membalas : jual tlkm
Udah ara pak?",TLKM,9:42:03 AM,Thursday May 27 2021
201,202,IHSG PSBB(PENURUNAN SAHAM BESAR BESARAN),BABP TERBANG  NEXTT BACA:rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket:,BABP,9:38:39 AM,Thursday May 27 2021
202,203,Dream Big,"Membalas : BABP TERBANG NEXTT BACA:rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket:
horeee",BABP,9:36:50 AM,Thursday May 27 2021
203,204,IHSG PSBB(PENURUNAN SAHAM BESAR BESARAN),BABP TERBANG  NEXTT BACA:rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket:,BABP,9:36:25 AM,Thursday May 27 2021
204,205,Noveno Teddy,Ati ati kpig gorengan kalo udah dipucuk siap siap arb berkali kali,KPIG,9:28:56 AM,Thursday May 27 2021
205,206,Muhammad Galih,"Membalas : KPIG mumpung masih murah  
Support brp pak hehe",KPIG,9:27:36 AM,Thursday May 27 2021
206,207,Dream Big,"Membalas : KPIG mumpung masih murah  
yoiiii ",KPIG,9:27:28 AM,Thursday May 27 2021
207,208,Suwil -,KPIG mumpung masih murah  ,KPIG,9:26:27 AM,Thursday May 27 2021
208,209,Nanang Eko,"Membalas : babp kuat 200 menuju ara  
Tenang pak nnti motor gede buy back lg ",BABP,9:25:08 AM,Thursday May 27 2021
209,210,Erich,babp kuat 200 menuju ara  ,BABP,9:22:44 AM,Thursday May 27 2021
210,211,Raditbima,"BABP tembok 210 lumayan tebel, bisa tembus gak ya?  ",BABP,9:22:25 AM,Thursday May 27 2021
211,212,Muhammad Galih,Masuk ke bris sekarang masih support ga ya pak?,BRIS,9:14:15 AM,Thursday May 27 2021
212,213,Andre,ANTM gap up,ANTM,8:57:45 AM,Thursday May 27 2021
213,214,Dream Big,"Membalas : influencer jualan kelas tapi nyerang kalau naik sombong kalau turun ngomong disclamer on nanti mirip antm 4000 di hujat bikin kl
menang banyak wkwkwkwk",ANTM,8:49:02 AM,Thursday May 27 2021
214,215,Dody Septico,"Membalas : Mdka bagus..
Wuihhh kmn aja hu??? Uda cuan jedok ga muncul2, kayaknya duit menipis baru mumcul ya hu  ",MDKA,8:40:39 AM,Thursday May 27 2021
215,216,Noveno Teddy,Mdka bagus..,MDKA,8:36:13 AM,Thursday May 27 2021
216,217,Eru Yagami,"Membalas : bad news buat PTBA, karena mayoritas produksi buat domestik
bad news biasanya sahamnya naik",PTBA,8:12:26 AM,Thursday May 27 2021
217,218,Achmad Faizal Azmi,"bad news buat PTBA, karena mayoritas produksi buat domestik",PTBA,8:10:11 AM,Thursday May 27 2021
218,219,rey,"bbri , bbni masuk skrg enak kali ya guys?","BBNI,BBRI",8:01:01 AM,Thursday May 27 2021
219,220,Chezy,"Ini adalah foto
Trio macan manggung kah bsk? .. tins harga timah melonjak ath terus.. harga saham gitu2 aja malah turun  ",TINS,11:51:02 PM,Thursday May 27 2021
220,221,Jose - GoVo,"Membalas : Photo
  saya invest di perusahaan murah lho hu, hmsp masih seribuan, wskt, wika, ptpp jg masih seribuan, tapi tetep aja galau mulu  ","HMSP,PTPP,WIKA,WSKT",10:04:11 PM,Thursday May 27 2021
221,222,nathan,influencer jualan kelas tapi nyerang kalau naik sombong kalau turun ngomong disclamer on nanti mirip antm 4000 di hujat bikin klarifikasi tapi masih laku aja kelas nya ya ,ANTM,10:03:40 PM,Thursday May 27 2021
222,223,Naga                                                           ,"MLPL 30 menit sepertinya bakalan Hidden Bullish Divergence kalau besok Golden Cross..

Mohon koreksinya..  
Ini adalah foto",MLPL,8:30:46 PM,Thursday May 27 2021
223,224,FERDINAND S,Ayolah pgas banting terus dibawah 1000 siap tampung,PGAS,8:25:18 PM,Thursday May 27 2021
