,Data,User,Pesan,Saham,Jam,Tanggal
256,257,Benevelen,Pwon gmn serok g nih,PWON,9:10:12 AM,Tuesday April 13 2021
257,258,Puspita Wardani,BAJA nya mau ARA lg  ,BAJA,9:09:49 AM,Tuesday April 13 2021
258,259,Eko Bawono,"Selamat pagi sobat TT. Smga sll sehat
#MLPL. Grs mana yg akan disamperin? Bukan ajakan beli. Sy jg ga pnya 
Ini adalah foto",MLPL,9:08:08 AM,Tuesday April 13 2021
259,260,Aidil Ramadhani,"Yuk doid, bisa yuk, konsisten terjun bebas nya     ",DOID,9:05:16 AM,Tuesday April 13 2021
260,261,Bambang Sudarso,Arakan Beef ndar :rocket::rocket:,BEEF,9:05:14 AM,Tuesday April 13 2021
261,262,Yosua Sitompul,Buset mppa dr arb ampe ngebut,MPPA,9:04:48 AM,Tuesday April 13 2021
262,263,Muhammad Hafidz,MPPA  ,MPPA,9:04:48 AM,Tuesday April 13 2021
263,264,Severinus Utomo,"Membalas : To know: 1. Northstar group stocks refuse to go down 2. Watch for oversold stocks moving below lower bollinger bands. No lower l
Semoga DOID juga menolak turun    ",DOID,8:59:04 AM,Tuesday April 13 2021
264,265,Erich,"Membalas : To know: 1. Northstar group stocks refuse to go down 2. Watch for oversold stocks moving below lower bollinger bands. No lower l
iya hu..yg jadi wl banyakan emiten jerry ng skrg..arto cent aja yg masi bagus","ARTO,CENT",8:55:35 AM,Tuesday April 13 2021
265,266,Meneer Greg,"Membalas : apa yg bisa diharapkan lg dr bursa gorengan ini? dow ath isu bubel babel gpp..ini ath aja blm ikut2 bubel babel..
To know:
1. Northstar group stocks refuse to go down
2. Watch for oversold stocks moving below lower bollinger bands.
No lower low may be a good entry points.

Just saying...gd luck","GOOD,LUCK",8:54:12 AM,Tuesday April 13 2021
266,267,ando,"News update WSKT

http://www.emitennews.com/news/kasus-41-kontrak-fiktif-5-eks-petinggi-wskt-dituntut-6-hingga-9-tahun-penjara",WSKT,8:30:24 AM,Tuesday April 13 2021
267,268,Benhan,"Selamat menunaikan ibadah puasa untuk teman2 yg muslim. 
Semoga cobaan di bulan Ramadhan ini dari IHSG bisa dihadapi dengan tabah. 
Mari kita fokus pada apa yg lebih bermakna dari hidup ini.  
Membalas : Biasanya nih setelah cutloss, masukin ke tempat lain ternyata kena ambles juga, malah jadi lebih ancur hehehe... baiknya atur ps
Ya benar ini, abis cutloss balik ke planning sejenak, sekalian review lagi.
Masuk yg berikutnya harus lebih baik.",MARI,8:22:19 AM,Tuesday April 13 2021
268,269,VIVIE,"Good morning,

S&P 500 closes flat near record high in another muted session ahead of key inflation data

U.S. stocks hovered near their record levels on Monday as dull trading resumed before the release of widely-watched inflation data and the start of first-quarter corporate earnings.

Dow.......33745   -55.2        -0.16%
Nasdaq.13850   -50.2        -0.36%
S&P 500..4128   -0.8          -0.02%
 
FTSE...... .6889    -26.6       -0.39%
Dax........15215    -19.2       -0.13%
CAC........6162     -26.6       -0.39%

Nikkei...29539     -229.3      -0.77%
HSI........28453    -245.5      -0.86%
Shanghai .3413   -37.7        -1.09%
ST Times..3174   -10.6        -0.33%

IDX.....5948.57   -121.64    -2.00%
LQ45.....882.81  -23.68       -2.61%

*JAKMIND.....965.40   -30.57      -3.07%*
JAKCONS....1655.56  -37.70     -2.23%
JAKTRADE...865.10   -15.50      -1.76%
JAKBIND......944.57    -18.82      -1.95%
JAKAGRI...1430.37     -9.69        -0.67%
JAKFIN.. ....1368.52   -23.67      -1.70%
JAKPROP......347.61   -12.43      -3.45%
JAKINFR...1024.31     -20.49      -1.96%
JAKMANU..1252.56    -28.80     -2.25%   
JAKMINE....1759.49    -43.08     -2.39%
 
Indo10Yr..6.7060 +0.0459   +0.69%
ICBI....311.6960   -0.9248     -0.30%
US10Yr..1.6750   +0.0090    +0.54%
*VIX..........16.91   +0.22        +1.32%*
  
USDIndx .....92.0900  -0.0730   -0.08%
Como Indx...186.41    -0.33       -0.18%
(Core Commodity CRB)
BCOMIN..... .143.25   -1.71       -1.18%

IndoCDS.....83.5l7637  -0.8267   -0.98%
 (5-yr INOCD5)  
 
*IDR.....14595.00   +30    +0.21%:bangbang:*
*Jisdor....14631     +51    +0.35:bangbang:*


Euro.........1.1915  +0.0015  +0.13%


TLKM........22.87    -0.14       -0.61%
(3346)
*EIDO..........21.11    -0.56       -2.58%*
EEM...........53.23    -0.32      -0.60%

Oil.............59.70       +0.38      +0.64%
Gold ......1732.90     -11.90     -0.68%
Timah....25660.00   -12.50     -0.05%
*Nickel...16165.00   -475.00   -2.85%*
 
Coal price.....93.30   +0.20    +0.21%
(Apr/Newcastle) 
Coal price.....86.20   +0.70    +0.82%
(May/Newcastle)
Coal price.....68.35   +0.80    +1.18%
(Apr/Rotterdam) 
Coal price.....68.60   +0.85    +1.25%
(May/ Rotterdam)
 
*CPO(Jun)..3642       -125       -3.34%:bangbang:*
(Source: bursamalaysia.com)             
Corn..........569.00     -8.25      -1.43%
SoybeanOil...49.58   -1.35      -2.65%
Wheat....... 631.25    -9.25      -1.44%

Wood pulp.5512.50   unch     +0%

( *DE*/ *Phintraco(AT)*  13-04-21)
    
*****","GOLD,GOOD,INDX,TLKM,WOOD",8:20:44 AM,Tuesday April 13 2021
269,270,Arie May,"Membalas : Ya balik lagi, ini mau buat trading atau investing? Kalau buat investing ya harusnya tidak menanyakan gimana ni kok portonya keb
nah iya, fundamental poin penting di sini. CL emang kyk obat ya, pait.
",SINI,8:13:53 AM,Tuesday April 13 2021
270,271,Rui :rocket: :speedboat::dancer: ,"Membalas : Tapi ga salah juga kalau hold. Taruhlah baru taking profit 10 tahun kemudian sebagai investor, dengan ruti dapat deviden tiap ta
Ya balik lagi, ini mau buat trading atau investing? Kalau buat investing ya harusnya tidak menanyakan gimana ni kok portonya kebakaran, kl investor kan naik turun peduli amat, kl turun ya nambah posisi ... dia menanyakan harus ngapain karena posisi porto kebakaran kan pasti itu dipakai buat trading, bukan investing....

Dan sekarang kalau di hold 10 tahun lagi, fundamentalnya sudah dipelajari belum? Ga sedikit ada saham2 'besar' jaman dulu yang 10 tahun kemudian alias sekarang masi amble seambles2nya ...

Jadi kalau ditanya pendapat saya, cut your losses is the best",BEST,8:08:55 AM,Tuesday April 13 2021
271,272,Kresna,"Membalas : tanya dong.. BMAS udah 3x meroket mulu kira2 aman gak ya.?
Kalo merasa gak aman, jual aja","AMAN,BMAS",6:59:40 AM,Tuesday April 13 2021
272,273,Moch Sofwan Hadi,tanya dong.. BMAS udah 3x meroket mulu kira2 aman gak ya.?,"AMAN,BMAS",6:58:50 AM,Tuesday April 13 2021
273,274,Maimunah,"Membalas :      ini setuju banget, cut loss is your best friend
Cutloss wajib klu saya klu down trend sekuat AVG ttp hasil minus sih 3 SD 4%
IHSG masih turunan dan konsolidasi blm beres di global market jg",BEST,12:17:22 AM,Tuesday April 13 2021
274,275,Ronny,"Membalas : Photo
Skrg kok sering begini. Direksi beli saham sedikit, berita keluar harga naik sbtr tau2 dibanting.
Inkp, bbtn, bbca.","BBCA,BBTN,INKP",10:44:34 PM,Monday April 12 2021
275,276,Ulfa,"Membalas : Selamat menunaikan ibadah puasa teman2 yg muslim. Kita berperang melawan hawa nafsu mulai besok. Semoga puasa kita diterima ole
Amin ya Allah
   ",AMIN,10:42:50 PM,Monday April 12 2021
276,277,krm nugraha,"Membalas : Setidaknya crypto kalo cl bisa langsung, gapake kejebak arb 7%  
kalo telat cl,auto gembel
",AUTO,10:05:25 PM,Monday April 12 2021
277,278,TAUFIQI ROMADHON,"Membalas : Ga bole pompom pak Baca teknikal nya ja pak
  ",BACA,9:38:19 PM,Monday April 12 2021
278,279,Saya Siapa,"Membalas : Haka jpfa..  
Ga bole pompom pak
Baca teknikal nya ja pak
","BACA,JPFA",9:32:37 PM,Monday April 12 2021
279,280,Safrudin Kurniawan,"Membalas : Harga ayam naik pak
Haka jpfa..  ",JPFA,9:31:21 PM,Monday April 12 2021
280,281,Alzur Zanni,"                                                          ,

Menjelang bulan Ramadhan kami sekeluarga mengucapkan Selamat menunaikan Ibadah Puasa 1442 H

Semoga puasa tahun ini berkah buat kita semua dan dilancarkan rezekinya buat kita semua. meskipun kita terpisah jauh hubungan silaturhami semoga terus berjalan hingga akhir hayat

Amin ya Rabbal Alamin     ",AMIN,9:21:09 PM,Monday April 12 2021
281,282,Yoelhies Setiyono,Amin ya Robbi,AMIN,8:34:45 PM,Monday April 12 2021
282,283,Nomnom Girl,"Membalas : Saat anda berharap, saya yg udah lama cutloss BBKP hari ini cuan di ARTO. Hehe ini hanya contoh ya, jangan diambil hati.
Haha siap...style org memang beda2 hu  ","ARTO,BBKP",8:19:56 PM,Monday April 12 2021
283,284,Maimunah,"Membalas : Haha kalau dikasih diskon punya cash ya girang... Masalahnya diskonnya saat cashnya dah kering ya, terus ga bisa jual barang. Ya
 ",CASH,8:19:44 PM,Monday April 12 2021
284,285,Wibowo,"Membalas : Photo
Ikut di avg atau ambil di satu harga ?",SATU,8:13:46 PM,Monday April 12 2021
285,286,krm nugraha,"Membalas : Haha kalau dikasih diskon punya cash ya girang... Masalahnya diskonnya saat cashnya dah kering ya, terus ga bisa jual barang. Ya
alhamdllah porto masih ijo,banyak diskon cash kring ini yg bikin pusing ",CASH,8:11:24 PM,Monday April 12 2021
286,287,Benhan,"Membalas : Niat pertama trading bbkp...lama2 malah jadi investor bbkp karena sangkut...dan ngarep naik setinggi2nya sampe saat ini
Saat anda berharap, saya yg udah lama cutloss BBKP hari ini cuan di ARTO. Hehe ini hanya contoh ya, jangan diambil hati.  ","ARTO,BBKP",8:11:10 PM,Monday April 12 2021
287,288,Nomnom Girl,"Membalas : Dari yg awalnya niatnya pengen trading stock, terus tiba2 berubah haluan jadi investing (karena lossnya udah dalam, ga mampu avg
Niat pertama trading bbkp...lama2 malah jadi investor bbkp karena sangkut...dan ngarep naik setinggi2nya sampe saat ini  ",BBKP,8:09:53 PM,Monday April 12 2021
288,289,Benhan,"Membalas : indonesia memang hebat sambut rhomadon dimana mana pada diskon,sampe bursapun nawarin diskon
Haha kalau dikasih diskon punya cash ya girang...
Masalahnya diskonnya saat cashnya dah kering ya, terus ga bisa jual barang.
Ya cuma bisa meratap sedih deh",CASH,8:09:27 PM,Monday April 12 2021
289,290,Rui :rocket: :speedboat::dancer: ,"Membalas : 5 kerugian kecil bisa dihapus oleh satu big profit. Tapi kalau 5 big losses? Ya wassalam.
     ini setuju banget, cut loss is your best friend","BEST,SATU",8:06:07 PM,Monday April 12 2021
290,291,Benhan,"Membalas : Cut your losses, secure your capital, ga ada kompromi .... Seperti kak Benhan bilang, untuk mengembalikan kerugian dengan tradin
5 kerugian kecil bisa dihapus oleh satu big profit. 
Tapi kalau 5 big losses? Ya wassalam.",SATU,8:05:12 PM,Monday April 12 2021
291,292,HASAN TOHA,"AGII closing mantap, profit naik 144% YOY 63B",AGII,7:55:32 PM,Monday April 12 2021
292,293,Ronny M.,"Asing jualan top marketp cap Bbca bbri tlkm asii
Ini adalah foto","ASII,BBCA,BBRI,TLKM",7:33:38 PM,Monday April 12 2021
293,294,Soebianto,"Membalas : Kalau ga mau cutloss ya hold aja buat jangka panjang, aman kok itu klo untuk jangka panjang
Aman.....asal gak butuh duit nya selama harga pasar di bawah harga beli, rasanya sangkut di saham apapun aman.. sampai duit nya dibutuhkan
",AMAN,7:30:53 PM,Monday April 12 2021
294,295,Jafar Sim,"Membalas : Ga setiap case seperti ini, terutama icbp belum ada tanda reversal, ptba langganannya setelah dividen harga jatuh (tapi kurang t
Terima kasih untuk info dan tips aham icbp dan coal  ","ICBP,PTBA",7:30:40 PM,Monday April 12 2021
295,296,Fajar Oktavaria,"Membalas : Tips buat mengatasi kesedihan hati : silahkan diliat aja di grafik chart, sehancur hancurnya harga, sekuat kuatnya badai, coba l
Ga setiap case seperti ini, terutama icbp belum ada tanda reversal, ptba langganannya setelah dividen harga jatuh (tapi kurang tau kalo tahun ini karna dividennya kecil) kalau mau nunggu coals balik biasanya nunggu winter","ICBP,PTBA",7:27:19 PM,Monday April 12 2021
296,297,Eddie,"Menurut saya lho yah, pendapat pribadi yg bisa salah: IHSG masih berat, banyak tekanan dari: BPJS, US10Y, saham2 kontruksi yg sangat jelek LK nya, vaksin kurang efektif di china, dan IHSG udah reli dari nop sampai pertengahan jan 21, apa msh berani masuk? Ini msh 5900 an lho, bisa aja turun lagi krn ga ada berita positif yg SIGNIFIKAN dan coba cek txn harian IHSG, sangat2 tipis....maaf ini bukan tebar fear tp drpd uang menguap ga jelas, kan sayang...","RELI,UANG",7:06:12 PM,Monday April 12 2021
297,298,Eddie,"Membalas : Saya kasih contoh aja pengalaman pribadi ya. Beli ELSA dulu di 460an terus saya avg down terus sampai lumayan turun sampai di 4
Ini baru trader sejati brani cut loss tdk mencintai saham dan tidak ikut pom pom ers   ",ELSA,6:56:47 PM,Monday April 12 2021
298,299,Jafar Sim,"26 maret 2020 harga bbkp hancurrr closing di 89 aja  sekarang tgl 12 april 2020 tadi closing di 498    kalau ga kuat ya ga usa buka tradingnya aja
Ini adalah foto
Membalas : Photo
Sekarang 12 april 2021, sorry typo gara gara rugi terlalu banyak hari ini,,, dan kemarin,, dan kemarin,,, hmmm dan kemarinnya lagi  ",BBKP,6:50:05 PM,Monday April 12 2021
299,300,Benhan,"Membalas : Ngga pernah trading pak, itu beli saham dari dulu tapi gak naik2
Bayangkan berapa banyak opportunity loss karena nungguin harga balik.
Kalau di cutloss terus dananya buat beli saham yg lagi uptrend, lebih cepat tuh balik ruginya.

Tapi ingat ya entry pointnya pakai analisa dan bikin trading plan.

Jangan kira  lempar kayu jadi tanaman.    ","KAYU,PLAN",6:48:23 PM,Monday April 12 2021
300,301,Eru Yagami,"Membalas : Icbp aman hold aja pak Ptba siy kalo sy kurang pas kalo utk invest jangka panjang Pgas siy masi ok mdh2an segera mantul
thanks sarannya pak","AMAN,ICBP,PGAS,PTBA",6:48:18 PM,Monday April 12 2021
301,302,Jafar Sim,"Membalas : Saya kasih contoh aja pengalaman pribadi ya. Beli ELSA dulu di 460an terus saya avg down terus sampai lumayan turun sampai di 4
Tips buat mengatasi kesedihan hati : silahkan diliat aja di grafik chart, sehancur hancurnya harga, sekuat kuatnya badai, coba liat lagi harga nya setelah beberapa bulan? Minggu? Rasa sedih dan pusing itu yg harus dikurangin    wait saya kasih gambarnya yaaa",ELSA,6:47:50 PM,Monday April 12 2021
302,303,yuki pt,"Membalas : Ngga pernah trading pak, itu beli saham dari dulu tapi gak naik2
Icbp aman hold aja pak
Ptba siy kalo sy kurang pas kalo utk invest jangka panjang
Pgas siy masi ok mdh2an segera mantul","AMAN,ICBP,PGAS,PTBA",6:47:42 PM,Monday April 12 2021
303,304,Benhan,"Membalas : Photo
Saya kasih contoh aja pengalaman pribadi ya. 
Beli ELSA dulu di 460an terus saya avg down terus sampai lumayan turun sampai di 430. 
Tapi harga di marketnya ga pernah nyampe segitu, pernah paling di 420.
Nah saat saya yakin ELSA downtrend dan ga bisa reversal lagi saya cutloss di 388.

Tau skrg ELSA berapa? Cek aja sendiri. Setiap saya lihat harganya, plong hati ini  ",ELSA,6:45:37 PM,Monday April 12 2021
304,305,Andreas Teddy,"Membalas : Photo
Kalau ga mau cutloss ya hold aja buat jangka panjang, aman kok itu klo untuk jangka panjang",AMAN,6:42:38 PM,Monday April 12 2021
305,306,Dion,"Membalas : https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.
berita 4 maret  ",HRME,6:16:34 PM,Monday April 12 2021
306,307,Kaanz',"Membalas : ESSA nya kakak    
Turun yok aku tungguin nih ",ESSA,6:14:07 PM,Monday April 12 2021
307,308,Dream Big,"Membalas : https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.
oalahhh berita baru nonggol wkwkkw",HRME,6:11:32 PM,Monday April 12 2021
308,309,Eko Bawono,Selamat berpuasa untuk sobat TT yang menjalankannya. Semoga lancar dan berkah. Amin ,AMIN,6:00:41 PM,Monday April 12 2021
309,310,RBTAN59,"Membalas : Skrg ngga anjlog, pas buka suspen itu yg ngeri
ada sample Bmas di suspend pas ara  buka suspend 10 hari arb skrg sdh lwt ara lg.... mudahan mppa gak pake arb lg tp terus ara lg   ","BMAS,MPPA",5:51:20 PM,Monday April 12 2021
310,311,Bu Nana,"Membalas : di pikir2 ada hikmah nya jg mppa di suspend drpd anjlok 2% ikutan ihsg  
Skrg ngga anjlog, pas buka suspen itu yg ngeri",MPPA,5:48:30 PM,Monday April 12 2021
311,312,Cut Ema,"Membalas : Jadi ini masih coba2 ya   
 

sebelum bisa digunakan secara luas, pengembangan vaksin harus menjalani tahap preklinis dan klinis. Pada tahap preklinis, antigen vaksin diperiksa kestabilannya, baik secara fisik maupun kimia. Hasilnya, vaksin tersebut secara fisik dan kimia sudah stabil.

Vaksin Covid-19 juga sudah diujicobakan kepada hewan. Hasil pengujian menunjukkan bahwa vaksin yang disuntikkan ke hewan tetap aman dan membentuk zat anti.

Setelah dinyatakan aman dan bekerja pada hewan, vaksin kemudian diujicobakan ke manusia. proses uji klinis ke manusia terdiri dari tiga fase. Fase pertama, diujikan kepada 100 orang dewasa. Jika dinyatakan aman, uji coba masuk kepada fase kedua, yaitu uji coba kepada minimal 400 orang.

Setelah kembali berhasil, uji coba selanjutnya masuk ke fase 3, yaitu dengan jumlah relawan mencapai ribuan orang. 

Uji coba fase 3 tidak bisa dilakukan hanya pada satu sentra pengujian, tetapi harus dilakukan di banyak lokasi. Karena itu, uji klinis vaksin Covid-19 ini tidak hanya dilakukan di Indonesia, tetapi juga di sejumlah negara di dunia.

Memang yang paling cepat dan bisa dipakai saat ini untuk mencegah peredaran Covid-19 di Indonesia adalah yang dibuat di China.","AMAN,SATU",5:47:51 PM,Monday April 12 2021
312,313,RBTAN59,di pikir2 ada hikmah nya jg mppa di suspend drpd anjlok 2% ikutan ihsg     ,MPPA,5:47:20 PM,Monday April 12 2021
313,314,Dane Fernando,"Jika investor baru akan go private ya investor baru wajib melakukan tender offer untuk membeli semua saham yg beredar
Membalas : Investor baru akan nego ke PT AAA. Untuk kepemilikan saham publik nanti tergantung berapa persen yg masih beredar. POJk/BEI meng
Studi kasus bank bukopin, sampoerna, ...silahkan lihat prosesnya...untuk go private mgkn aqua bisa sebagai contoh",BANK,5:30:19 PM,Monday April 12 2021
314,315,Lee Khong Huan,"Membalas : masih bingung kenapa isu digital bank kecil proyeksinya lebay, Bank Mandiri aja ngeluarin Livin, ga ada prospek gimana2
Covernya ganti Livin' tp begitu masuk sama aja dng Mandiri mBanking yg lama  ",BANK,5:04:33 PM,Monday April 12 2021
315,316,hery,"Membalas : Siapa tahu di sini ad dokter yg bs menjelaskan napa bs begitu
sekitar 2 minggu lalu ada perubahan aturan. tadinya yg usia di bawah 60 vaksin kedua dalam 14 hari, aturan yang baru menyatakan dalam 28 hari. jadi tergantung kapan mendapat suntikan pertama. apakah sebelum atau sesudah aturan baru",SINI,5:04:07 PM,Monday April 12 2021
316,317,Ronny,"Membalas : https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.
Ini berita isinya kurang jelas   ",HRME,4:59:15 PM,Monday April 12 2021
317,318,Mbah Bedjo,"Disini jelas tertulis 28 hari & 12 minggu, tapi napa punyaku 14 hari ya, hadeewww
Ini adalah foto
Siapa tahu di sini ad dokter yg bs menjelaskan napa bs begitu",SINI,4:57:05 PM,Monday April 12 2021
318,319,Topher,"Membalas : https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.
haka 75, otw 80 hahah",HRME,4:55:46 PM,Monday April 12 2021
319,320,Johny Asabro,"https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.52 setelah closing hahha",HRME,4:54:35 PM,Monday April 12 2021
320,321,Mbah Bedjo,Adakah di sini yg udah di vaksin covid utk ke 2x nya,SINI,4:51:58 PM,Monday April 12 2021
321,322,Jee Satya,Ikan kecil ikuti arus air aja dan skill kelincahan berenang... spy cuan ,IKAN,4:09:46 PM,Monday April 12 2021
322,323,Riswanto Yusuf,"Membalas : https://www.instagram.com/p/CNjvTLiBxQ0/?igshid=km0htjrfeuv0
masih bingung kenapa isu digital bank kecil proyeksinya lebay, Bank Mandiri aja ngeluarin Livin, ga ada prospek gimana2",BANK,4:08:17 PM,Monday April 12 2021
323,324,Jee Satya,"Membalas : Porto hijau cuma utk org super kaya, Bang. Kita mah cuma bisa santai jalani hidup penuh warna...
Gaklah, kalau hijau terus brati uang deposito itu bunga 0,25%/bln masih langsung dipotong pjk pph final 20%...
(Misal Uang 1Milyar, dpt bunga cuman rp2jt/bln )",UANG,3:52:19 PM,Monday April 12 2021
324,325,Anton,"Membalas : Makanya pak, kdng bingung aja kok mendewakan crypto sekali. Kalau crypto bisa ngasih cuan konsisten. Orang kaya di dunia semua u
Pasar nggak ada regulatornya itu, Om.
Org2 kaya regulatornya. Dan mereka pasti punya berita jauh lebih cepat dr kita. Kalau ada rumor jelek, uang mereka ditarik dipucuk, retail sedunia bisa kismin berjamaah waktu news keluar.
Membalas : Gainget kak, saya dulu masi gatau apa apa, cuma ikutan. Modal 4jt jd 700rb
Dan saya yakin, 700 ribu itu akhirnya buat makan2 sama temen2 utk menghibur hati yg luka.",UANG,3:32:04 PM,Monday April 12 2021
325,326,Fry,"Main saham aja masih nyangkut
Main crypto kalo marketnya crash malah jatuh miskin sekalian",MAIN,3:29:41 PM,Monday April 12 2021
326,327,Vincent,"Membalas : Habis ini bisa meletus lagi, Om... Bandar disana kalau main keras. Di hold lama, hanya utk sekali benamin penumpang gelap di lum
Makanya pak, kdng bingung aja kok mendewakan crypto sekali. Kalau crypto bisa ngasih cuan konsisten. Orang kaya di dunia semua udh invest/trade di crypto   
Membalas : Gimana itu ceritanya ? Crypto crashnya kena sentimen apa? Lg kepo bgt sama coin2an pengen masuk tp takut salah timing
Gainget kak, saya dulu masi gatau apa apa, cuma ikutan. Modal 4jt jd 700rb   ",MAIN,3:28:27 PM,Monday April 12 2021
327,328,S I,"Membalas : Habis ini bisa meletus lagi, Om... Bandar disana kalau main keras. Di hold lama, hanya utk sekali benamin penumpang gelap di lum
Betul Pak. Saya stress",MAIN,3:12:30 PM,Monday April 12 2021
328,329,moko apdan,"Membalas : Photo
kekepin trus  ",TRUS,3:12:02 PM,Monday April 12 2021
329,330,krm nugraha,"buktinya mppa skarang suspand,jd ga arb  ",MPPA,3:07:25 PM,Monday April 12 2021
330,331,krm nugraha,"Membalas : DOID cent assa lppf kurang uptrend apa coba  
kurang auptrend seperti mppa  ","ASSA,CENT,DOID,LPPF,MPPA",3:04:23 PM,Monday April 12 2021
331,332,Kirana L,"Membalas : WSKT dicegat semesta (MG)
Klo bole tau dasar statement drmna ya pak ?",WSKT,3:02:30 PM,Monday April 12 2021
332,333,Dream Big,WSKT dicegat semesta (MG),WSKT,3:01:58 PM,Monday April 12 2021
333,334,Rays_Man,"Membalas : Pentingnya beli saham2 yg uptrend, turunnya ga dalem dalem bgt
DOID
cent
assa
lppf
kurang uptrend apa coba  ","ASSA,CENT,DOID,LPPF",3:01:13 PM,Monday April 12 2021
334,335,Bambang aseli yg ada badak nya,"Membalas : ada yg serok WSKT?
990 lepas 1000 doang tadi. cuman  225lot",WSKT,3:00:37 PM,Monday April 12 2021
335,336,Rays_Man,"Membalas : Ilmu tingkat dewa!     
cuan di dmmx
tp CL di cent,elsa,doid     
gak jadi cuan deh  ","CENT,DMMX,DOID,ELSA",2:59:52 PM,Monday April 12 2021
336,337,Dream Big,ada yg serok WSKT?,WSKT,2:59:10 PM,Monday April 12 2021
337,338,Virgaust,"Membalas : Dmmx ijo   525
ijo pak memang hahaha
saya pasang CL di 490an aja.
avg 404     ",DMMX,2:49:54 PM,Monday April 12 2021
338,339,Kirana L,"Membalas : Esti :rocket::rocket::rocket::rocket::rocket:
Tawar di bawah esti kak logika ga mungkin dia naik ertx ga bgitu naik...

Harus curiga ada ssuatu ati2 kak nyangkut","ERTX,ESTI",2:49:18 PM,Monday April 12 2021
339,340,Rays_Man,"Membalas : Dmmx ijo   525
dah kujual 545 td pagi   
ternyata matahari merah ya.. makanya cuaca koq gerah amat  ",DMMX,2:48:56 PM,Monday April 12 2021
340,341,Mbah Bedjo,"Membalas : Zp net buy doid di arb habis diserok td   
Paling ujung2nya besok naik 2% lanjut turun 6% lg   ",DOID,2:48:47 PM,Monday April 12 2021
341,342,Jessica,KPIG,KPIG,2:48:22 PM,Monday April 12 2021
342,343,Jafar Sim,Dmmx ijo   525,DMMX,2:48:01 PM,Monday April 12 2021
343,344,Catrine,Zp net buy doid di arb habis diserok td   ,DOID,2:47:52 PM,Monday April 12 2021
344,345,Ngurah Dharma Putra,Esti :rocket::rocket::rocket::rocket::rocket:,ESTI,2:46:45 PM,Monday April 12 2021
345,346,Anton,"Habis ini bisa meletus lagi, Om... Bandar disana kalau main keras. Di hold lama, hanya utk sekali benamin penumpang gelap di lumpur.
Sekali meletus, nggak ada namanya ARB, adanya AKM (Auto Kere Mboiz).... Kere tapi tetep trading (meskipun compang camping)...",MAIN,2:45:07 PM,Monday April 12 2021
346,347,Dream Big,busett HRME wkwkkw,HRME,2:44:14 PM,Monday April 12 2021
347,348,Rays_Man,"Membalas : Teman2 udah dapat dividen bmri?
belom...
belom punya saham nya  ",BMRI,2:43:55 PM,Monday April 12 2021
348,349,Chai Lie,ASII gak bosen2nya turun,ASII,2:40:22 PM,Monday April 12 2021
349,350,Muhammag kuncoro,Hancur di dunia per sahaman terutama di Pasar kontruksi saya beli PTPP tahun lalu harga 2000 sekarang malah jadi 1200,PTPP,2:38:40 PM,Monday April 12 2021
350,351,Syrf Maulana,BBTN sepertinya mulai ada kehidupan   ,BBTN,2:33:11 PM,Monday April 12 2021
351,352,Andhe,"Ayo doid, habiskan bidnya biar ku lebih tenang  ",DOID,2:30:16 PM,Monday April 12 2021
352,353,Riswanto Yusuf,"Membalas : bisa pak ke 7000...asal Gojek jd IPO 
ARTO = BBCA","ARTO,BBCA",2:22:54 PM,Monday April 12 2021
353,354,Kirana L,Panik gaaa panikkkk gaaaa ya panikk laa masa enggaaaa,MASA,2:19:13 PM,Monday April 12 2021
354,355,moko apdan,"Membalas : Bbkp sempat 494 batas CL orang orang 500,, yaa bandar lagi tunggu saya CL pak @WindRainRealm    
disaat Liat ihsg merah,Masih Ada yg bisa bikin tetap tersenyum   sukses pak  ",BBKP,2:16:59 PM,Monday April 12 2021
355,356,Jafar Sim,"Membalas : BBKP support sangat kuat di 500
Bbkp sempat 494 batas CL orang orang 500,, yaa bandar lagi tunggu saya CL pak @WindRainRealm    ",BBKP,2:14:20 PM,Monday April 12 2021
356,357,aMe,"Biasanya klo Pak @wealth88 cl, sahamnya jd terbang... ct dmmx ya Pak ",DMMX,2:14:19 PM,Monday April 12 2021
357,358,Erich,"Membalas : Belum pak, taruh aja, takut saya jantungnya ga kuat jadi ga cl  
ga di cl ga jalan pak..bljr dr kasus dmmx dunk",DMMX,2:13:50 PM,Monday April 12 2021
358,359,Tommy Hermes,BBKP support sangat kuat di 500,BBKP,2:13:31 PM,Monday April 12 2021
359,360,Virgaust,"Membalas : Ihsg 5975 Bbkp 500 Wis dah dipersilahkan yg punya hajatan, hajatan duluan saya minggir menepi dulu ambyar semua
CL pak ?",BBKP,2:12:42 PM,Monday April 12 2021
