,Data,User,Pesan,Saham,Jam,Tanggal
117,118,Rui :rocket: :speedboat::dancer: ,"Membalas : Naver masuk jd investor di emtk, apa mungkin masuk jd investor di same juga, mengingat same bakal RI lagi? Colek sales same..
Waaah mantap sekali Naver jg masuk di EMTK .... hehehe semoga SAME kebagian berkah juga   ","EMTK,SAME",2:21:58 PM,Tuesday April 6 2021
118,119,bryan,"Membalas : BCAP kanan kiri EP
BCAP lagi di akum, siap' terbang",BCAP,2:21:42 PM,Tuesday April 6 2021
119,120,Dream Big,BCAP kanan kiri EP,BCAP,2:21:18 PM,Tuesday April 6 2021
120,121,Eru Yagami,Masih mending PTBA dong dividennya,PTBA,2:21:06 PM,Tuesday April 6 2021
121,122,nathan,"Membalas : ITMG dividen per lembar Rp.411, dividen interim Rp.307 sisanya dibagikan Rp.104 Cum : 15Apr ExDate : 16Apr
0,5%",ITMG,2:16:47 PM,Tuesday April 6 2021
122,123,JayZ,"ELSA HNS?
Ini adalah foto",ELSA,2:16:37 PM,Tuesday April 6 2021
123,124,Carlo Micelli,"ITMG dividen per lembar Rp.411, dividen interim Rp.307 sisanya dibagikan Rp.104

Cum : 15Apr
ExDate : 16Apr",ITMG,2:16:04 PM,Tuesday April 6 2021
124,125,nathan,"diviiden itmg 0,5% ya?",ITMG,2:14:34 PM,Tuesday April 6 2021
125,126,Bagus Musicallo,"SMRA Update
Ini adalah foto",SMRA,2:09:34 PM,Tuesday April 6 2021
126,127,Mic,"Membalas : MARI LAH KEMARI HEY HEY HAKA
MARI LAH KEMARI HEY HEY HAKA",MARI,2:08:52 PM,Tuesday April 6 2021
127,128,angga Ra,"Membalas : guy's ada yang tau cara biar tradingview datanya gak delay 10menit?
untuk bursa indo, harus berlangganan 10 dollar/ bulan kalo tidak salah",INDO,2:05:49 PM,Tuesday April 6 2021
128,129,Bagus Musicallo,"DMMX Update
Ini adalah foto",DMMX,2:05:37 PM,Tuesday April 6 2021
129,130,Mic,Isat joss,ISAT,2:02:58 PM,Tuesday April 6 2021
130,131,Mic,MARI LAH KEMARI HEY HEY HAKA,MARI,1:58:16 PM,Tuesday April 6 2021
131,132,Feny,"Ini adalah foto
Naver masuk jd investor di emtk, apa mungkin masuk jd investor di same juga, mengingat same bakal RI lagi?  Colek sales same..  @RuiAuxilia
","EMTK,SAME",1:50:21 PM,Tuesday April 6 2021
132,133,Jay Jay,"wah essa, yg nyangkut di essa uda keluar lom",ESSA,1:47:49 PM,Tuesday April 6 2021
133,134,Chezy,"Membalas : Abg2 mau nanya kalo uang kita di rdn Itu dibiarin (idle) gitu, ada charge nya ga ya?
Ga ada",UANG,1:46:17 PM,Tuesday April 6 2021
134,135,WA,"Abg2 mau nanya kalo uang kita di rdn Itu dibiarin (idle) gitu, ada charge nya ga ya?",UANG,1:45:24 PM,Tuesday April 6 2021
135,136,Liem Peter,"Membalas : sy sangkut di PGAS tp blm berani average dulu takutnya gap 1100an itu sampe sana pak...
W&S aja hehe..",PGAS,1:02:34 PM,Tuesday April 6 2021
136,137,Arif Goenawan,Wskt boleh mulai serok y?,WSKT,1:02:01 PM,Tuesday April 6 2021
137,138,Lukas Santoso,"Membalas : wih dalam banget ya kalau mau jemput gap, 10% an
sy sangkut di PGAS tp blm berani average dulu takutnya gap 1100an itu sampe sana pak...  ",PGAS,1:01:31 PM,Tuesday April 6 2021
138,139,Liem Peter,"Membalas : apa mungkin mau tutup gap di 1100 itu PGAS?  
wih dalam banget ya kalau mau jemput gap, 10% an",PGAS,12:57:51 PM,Tuesday April 6 2021
139,140,Vasco,"Membalas : Hallo, klo ADHI gimana ya bang pencerahannya
500 bru serok
",ADHI,12:57:32 PM,Tuesday April 6 2021
140,141,Amir Muhammad,"Hallo, klo ADHI gimana ya bang pencerahannya",ADHI,12:56:33 PM,Tuesday April 6 2021
141,142,Lukas Santoso,"Membalas : https://www.tradingview.com/x/SKPJdmyJ/ hu pgas sepertinya menarik nih
apa mungkin mau tutup gap di 1100 itu PGAS?  ",PGAS,12:54:11 PM,Tuesday April 6 2021
142,143,RBTAN59,"Membalas : Amin  
backup nya  mppa   ","AMIN,MPPA",12:36:28 PM,Tuesday April 6 2021
143,144,Aho Lie,"Membalas :    ntar dah deket cumdate jd 600 an 
Amin  ",AMIN,12:35:10 PM,Tuesday April 6 2021
144,145,RBTAN59,"Membalas : Gpp klo nurut says selama masih dibawa 300 mash aman pak kecuali jeblok
   ntar dah deket cumdate jd 600 an 
kan spt makin jelas om Patrick msh sdg proses akum yg dr public...  ",AMAN,12:33:14 PM,Tuesday April 6 2021
145,146,Aho Lie,"Membalas : Yaa itu yg benar pak, saya masih FOMO
Gpp klo nurut says selama masih dibawa 300 mash aman pak kecuali jeblok
Yg ikut saya mau jual rugi saya bilg klo saya hold tergtg keyakinan kita  
",AMAN,12:20:35 PM,Tuesday April 6 2021
146,147,Jafar Sim,"Membalas : Saya klo cent selalu didlm klo merah saya hold kdg avg down krn saya yakin
Yaa itu yg benar pak, saya masih FOMO",CENT,12:19:36 PM,Tuesday April 6 2021
147,148,Aho Lie,"Membalas : Betuull pak, contohnya saya kemarin jual dmmx 430 padahal tau grafiknya uda cantik dan minimal tp harusnya 438 tapi saya jual ru
Saya klo cent selalu didlm klo merah saya hold kdg avg down krn saya yakin
Kecusli drop diluar batas toleransi saya  ","CENT,DMMX",12:18:32 PM,Tuesday April 6 2021
148,149,Chezy,"deviden bjbr 95,74,, yield 6,1% dari harga skrg,, naik dari taun kemaren,
Ini adalah foto
",BJBR,12:06:04 PM,Tuesday April 6 2021
149,150,Ocha,"Bbni mulai lmyn tinggi, bmri smga selanjutnya","BBNI,BMRI",11:49:12 AM,Tuesday April 6 2021
150,151,Jee Satya MantabBro,"Membalas : Dg calm and relax, empty your mind, deep feeling,    deep breathing and feel it
Dg begitu kerja otak maksimal dg analisa kemaren di bwh sadar bisa tercetus dlm pengambilan keputusan. Kalau biasa dilogika terus menerus ketika liat monitor, emosi hebat akan terbawa  , padahal kemaren sudah dianalisa dg pasti kan?.yg saat trading hanyalah pengaturan emosi saja dan sesuai plan untuk CL nya. Tapi terserah saja, semua memiliki kehendak bebas masing2.
Kimia otak biologis mns yg di setel, andrenalin",PLAN,11:25:51 AM,Tuesday April 6 2021
151,152,Fajar Oktavaria,"Membalas : Maaf suhu, alakah MLPL ada pola HTF jg?
iya kalau jumat closing di >!20","MLPL,POLA",11:25:01 AM,Tuesday April 6 2021
152,153,Yosua Sitompul,"Maaf suhu, alakah MLPL ada pola HTF jg?","MLPL,POLA",11:22:43 AM,Tuesday April 6 2021
153,154,Jafar Sim,"Membalas : Dalam pasar modal, orang yg tidak beruntung atau untungnya kecil adalah orang yg BODOH DALAM MENILAI HARGA, tapi dalam dunia sah
Betuull pak, contohnya saya kemarin jual dmmx 430 padahal tau grafiknya uda cantik dan minimal tp harusnya 438 tapi saya jual rugi kemarin   dan CENT juga saya jual di 260 waktu itu trus dia terbang ke 290   ","CENT,DMMX,TRUS",11:11:58 AM,Tuesday April 6 2021
154,155,Yunico Satya,"Membalas : Lha ini makanya aneh, hari ini ex malah naek  
Ga ada yg aneh, karena deviden kecil jarang namanya deviden trap. Bisa dicompare dengan waktu pembagian deviden sido november lalu  ",SIDO,10:59:15 AM,Tuesday April 6 2021
155,156,Jutha Bram,"Membalas : Saya ambil yg pesimis yaitu pola falling three methods, secara hitungan harusnya hari ini ke 5874 dan mgkn tgl 8 5650 ribon ijo
Sante pak...
Pelan2 belajar...
Ntar jg jago ",POLA,10:58:08 AM,Tuesday April 6 2021
156,157,Fajar Suryo,"Membalas : Pyfa menarik
apa pak menariknya?",PYFA,10:54:36 AM,Tuesday April 6 2021
157,158,Muhammad Repi,Pyfa menarik,PYFA,10:52:58 AM,Tuesday April 6 2021
158,159,Fajar Suryo,"#DSNG Daily
SnR Pivots
06-Apr-2021 10:47
Ini adalah foto",DSNG,10:48:31 AM,Tuesday April 6 2021
159,160,Vivi Sari,Same lg nih,SAME,10:39:12 AM,Tuesday April 6 2021
160,161,Chezy,"Membalas : Bbri masih terjun nih, kira2 akan rebound meroket ga ya ?
udah cek chart blom?",BBRI,10:38:53 AM,Tuesday April 6 2021
161,162,Septa,"Membalas : Bbri masih terjun nih, kira2 akan rebound meroket ga ya ?
Lha ini makanya aneh, hari ini ex malah naek  ",BBRI,10:38:43 AM,Tuesday April 6 2021
162,163,Brian Jonathan,"Bbri masih terjun nih, kira2 akan rebound meroket ga ya ?",BBRI,10:38:06 AM,Tuesday April 6 2021
163,164,Yugo Ginanjar,"Mohon dikoreksi pak fajar  
Ini adalah foto
Mirip2 mppa",MPPA,10:35:17 AM,Tuesday April 6 2021
164,165,Virgaust,"Membalas : Saya jual di 430 makanya dia terbang pak    pegang cash 100% sekarang
oh iya, yg bikin berat udah exit ya pak soalnya     ",CASH,10:34:18 AM,Tuesday April 6 2021
165,166,Jafar Sim,"Membalas : @wealth88 pak, akhirnya DMMXnya membuahkan hasil :) party doong
Saya jual di 430 makanya dia terbang pak    pegang cash 100% sekarang",CASH,10:33:18 AM,Tuesday April 6 2021
166,167,Andru,Assa udah tp  ,ASSA,10:30:23 AM,Tuesday April 6 2021
167,168,Yugo Ginanjar,Hampir kaya mppa,MPPA,10:30:09 AM,Tuesday April 6 2021
168,169,Agil,"Membalas : Assa confirm
Closing di brp",ASSA,10:29:58 AM,Tuesday April 6 2021
169,170,Dennys Sanjaya,"Membalas : Assa confirm
Confirm apa ini om?",ASSA,10:28:21 AM,Tuesday April 6 2021
170,171,Bow,ESSA biarin aja ga usah digangguin... ,ESSA,10:21:47 AM,Tuesday April 6 2021
171,172,Muhammad Repi,Pyfa dilirik,PYFA,10:20:13 AM,Tuesday April 6 2021
172,173,Yugo Ginanjar,Assa confirm,ASSA,10:17:43 AM,Tuesday April 6 2021
173,174,S farisi,dmmx d lirik  ,DMMX,10:14:24 AM,Tuesday April 6 2021
174,175,Tommy Daniel,"Membalas : Assa 2000 ga nih
Go Go Go",ASSA,10:13:30 AM,Tuesday April 6 2021
175,176,Muhammad Repi,PYFA menarik,PYFA,10:10:22 AM,Tuesday April 6 2021
176,177,Novine 90210,ath assa  ,ASSA,10:10:09 AM,Tuesday April 6 2021
177,178,Kevin,mina sebelum ara,MINA,10:09:00 AM,Tuesday April 6 2021
178,179,Jisoo,Welcome assa 2000,ASSA,10:07:55 AM,Tuesday April 6 2021
179,180,Imbran Ibnuazis,Assa dikit lg 2000,ASSA,10:07:42 AM,Tuesday April 6 2021
180,181,Kevin,mina mau ara,MINA,10:02:41 AM,Tuesday April 6 2021
181,182,Dimas Syarif Hidayat,waah klo gitu berarti bisa dimasukkan daftar nih WIKA.. tunggu candle ijo dulu laah .. ini konstruksi masih menyeramkan soalnya  ,WIKA,9:55:38 AM,Tuesday April 6 2021
182,183,Ahmad Rifai,"live update donk, ad yg tau deviden bjbr ?",BJBR,9:55:22 AM,Tuesday April 6 2021
183,184,Jafar Sim,Mungkinkah masinis bandar ihsg hari ini = masinis bandar wskt? Lets see...,WSKT,9:49:21 AM,Tuesday April 6 2021
184,185,Dimas Syarif Hidayat,"WIKA ini ada apa ya? Asing akumulasi teruss?? ada yg bisa bantu kasih pencerahan?  
Ini adalah foto",WIKA,9:46:22 AM,Tuesday April 6 2021
185,186,Erich,"Membalas : apa pada gak sadar ya ini ex cum BBRI
dividen kecil jg..",BBRI,9:45:42 AM,Tuesday April 6 2021
186,187,Soebianto,apa pada gak sadar ya ini ex cum BBRI,BBRI,9:45:03 AM,Tuesday April 6 2021
187,188,Carlo Micelli,"Membalas : BBRI malah kuat sekali, padahal ex cum ya
Pertanyaan yg sama  ",BBRI,9:44:12 AM,Tuesday April 6 2021
188,189,Soebianto,"BBRI malah kuat sekali, padahal ex cum ya",BBRI,9:42:58 AM,Tuesday April 6 2021
189,190,Fajar Suryo,"mantul mid channel ceritanya? SMRA
Ini adalah foto",SMRA,9:42:52 AM,Tuesday April 6 2021
190,191,as s,mining lead go go..,LEAD,9:40:22 AM,Tuesday April 6 2021
191,192,Jisoo,Assa 2000 ga nih,ASSA,9:35:37 AM,Tuesday April 6 2021
192,193,as s,antm  ,ANTM,9:34:30 AM,Tuesday April 6 2021
193,194,moko apdan,"Membalas : Photo
ijin Tanya Pak,pke setting sendiri atau auto? ",AUTO,9:31:46 AM,Tuesday April 6 2021
194,195,Muhammag kuncoro,Wskt ijo yukkkk,WSKT,9:31:32 AM,Tuesday April 6 2021
195,196,Taufiq,wskt diborong BK. tp ini masalahnya cm rebound bentaran terus turun pa balik uptrend nih. lihat grafik wskt kayaknya rebound dulu ke 1100 an ya.,WSKT,9:28:41 AM,Tuesday April 6 2021
196,197,Muhammag kuncoro,Itu broker Ak cari 1 tik doang lanhsung TP di Wskt dasar bandar murahan... ,WSKT,9:27:27 AM,Tuesday April 6 2021
197,198,Luky,"Membalas : apakah WSKT pulang ke 3 digit?
udah tadi om",WSKT,9:26:24 AM,Tuesday April 6 2021
198,199,Fajar Suryo,apakah WSKT pulang ke 3 digit?,WSKT,9:25:46 AM,Tuesday April 6 2021
199,200,Muhammag kuncoro,Wskt ayo araaaaa,WSKT,9:25:41 AM,Tuesday April 6 2021
200,201,A T,Film mau arb pada take propit,FILM,9:17:48 AM,Tuesday April 6 2021
201,202,Tommy Daniel,"Membalas : Eh ga boleh bully IHSG terus , semoga semsta mendukung hari ini IHSG rebound keceng
Amin... jangan putus assa teman2","AMIN,ASSA",9:17:00 AM,Tuesday April 6 2021
202,203,Fajar Suryo,Sayonara MPPA  ,MPPA,9:14:01 AM,Tuesday April 6 2021
203,204,Ocha,Serok wsbp lumayan,WSBP,9:09:51 AM,Tuesday April 6 2021
204,205,Lee Khong Huan,Mantul ma200 wskt?,WSKT,9:05:33 AM,Tuesday April 6 2021
205,206,Alzie Al Fachri,"Membalas : WSKT langsung arb
Mantep banget openingnya  ",WSKT,9:05:07 AM,Tuesday April 6 2021
206,207,Humam,udah tidur dong wskt.. ,WSKT,9:04:21 AM,Tuesday April 6 2021
207,208,Satrio Wahyu Prasetyo,WSKT langsung arb,WSKT,9:04:06 AM,Tuesday April 6 2021
208,209,Humam,gile wskt tembus 1000,WSKT,9:01:22 AM,Tuesday April 6 2021
209,210,Ronny,"Membalas : Eh ga boleh bully IHSG terus , semoga semsta mendukung hari ini IHSG rebound keceng
semoga bbri mendukung   ",BBRI,8:55:15 AM,Tuesday April 6 2021
210,211,Angga Bhara,"Akra ath nya masih jauh ternyata
Ini adalah foto
",AKRA,7:46:28 AM,Tuesday April 6 2021
211,212,VIR136(VIVIE),"Good morning,

Dow climbs 370 points to close at a record high amid optimism on the economic recovery

U.S. stocks climbed to record highs on Monday as a strong bounce in U.S. job growth and solid data in the services sector raised expectations for a swift economic recovery from the pandemic.

Dow.......33527  +373.98 +1.13%
Nasdaq.13706  +225.5   +1.67%
S&P 500..4078  +58.04   +1.44%
 
FTSE...... .6737 closed     +0%
Dax........15107 closed     +0%
CAC........6103  closed     +0%

Nikkei...30089    +235.3    +0.79%
HSI........28939   closed     +0%
Shanghai .3484  closed     +0%
ST Times..3210  +28.1      +0.88%

IDX.....5970.29  -41.17     -0.68%
LQ45.....895.68 -6.18       -0.69%

JAKMIND...1004.48    +0.81      +0.08%
JAKCONS....1677.79  -14.03      -0.83%
JAKTRADE...855.49    -1.05        -0.12%
JAKBIND......955.81    -2.18        -0.23%
JAKAGRI...1433.10     -2.81        -0.20%
JAKFIN.. ....1359.94   -12.96      -0.94%
JAKPROP......355.78   -5.41        -1.50%
JAKINFR...1033.17     -6.65        -0.64%
JAKMANU..1273.61   -5.99        -0.47%   
JAKMINE....1770.05   -12.56     -0.70%
 
*Indo10Yr..6.8356   -0.0448     -0.65%*
*ICBI....309.7244    +0.7078     +0.23%*
US10Yr....1.7200    +0.0410    +2.44%
*VIX............17.91   +0.58         +3.35%!!*
  
USDIndx .....92.5960  -0.3940  -0.42%
Como Indx...184.08   -2.62       -1.40%
(Core Commodity CRB)
BCOMIN..... .144.47  +1.92     +1.35%

IndoCDS.....86.225    unch        +0%
 (5-yr INOCD5)  
 
*IDR.....14515.00 -10            -0.07%*
*Jisdor....14533   -44            -0.30%*


Euro.........1.1812  +0.0051   +0.43%


TLKM........23.66   +0.05       +0.21%
(3439)
EIDO..........21.75    -0.18        -0.82%
EEM...........54.07   +0.21       +0.39%

*Oil...........58.65      -2.27        -3.73%*
Gold ......1728.80    -0.30       -0.02%
Timah....25245.00  closed    +0%
Nickel...16220.00   closed     +0%
 
Coal price.....96.50    unch     +0%
(Apr/Newcastle) 
Coal price.....91.90    unch    +0%
(May/Newcastle)
Coal price.....70.20   unch     +0%
(Apr/Rotterdam) 
Coal price.....70.35   unch     +0%
(May/ Rotterdam)
 
CPO(Jun)....3740     +1          +0.03%
(Source: bursamalaysia.com)             
Corn..........553.25    -6.50      -1.16%
SoybeanOil...52.81  +0.68     +1.30%
Wheat....... 618.00   +7.00     +1.15%

Wood pulp.5500.50  unch     +0%

( *DE*/ *Phintraco(AT)*  06-04-21)
    
*****","GOLD,GOOD,INDX,TLKM,WOOD",7:43:47 AM,Tuesday April 6 2021
212,213,Avianto,"Membalas : Makasih masukannya pak  untuk tins sudah saya lakukan avg down beberapa kali, yg awalnya saya buy avg 2450 skrg sudah di avg 19
Kalo avg down kan pakai dana baru. Kalo taichi, gak perlu pakai dana baru, tp pakai dana hasil CL sebelumnya, dg catatan hrs ada hitungan excel nya agar ketahuan kemarin CL di harga brp, skrg hrs beli di harga brp.","AGAR,TINS",7:43:35 AM,Tuesday April 6 2021
213,214,DapurEka,"Membalas : https://insight.kontan.co.id/news/target-kontrak-baru-pt-surya-semesta-internusa-tbk-ssia-tahun-ini-hampir-naik-dobel
Makasih infonya pak ",SSIA,7:42:26 AM,Tuesday April 6 2021
214,215,Angga Bhara,"Ini adalah foto
Membalas : BJBR -3,6%, BJTM -9,1%, DMAS -5,6%, ESSA -4,1%, HMSP -9,2%, JSMR -8,6%, SSIA -10,4%, TINS -22%, UNVR -12,4% apakah saham yg say
https://insight.kontan.co.id/news/target-kontrak-baru-pt-surya-semesta-internusa-tbk-ssia-tahun-ini-hampir-naik-dobel","BJBR,BJTM,DMAS,ESSA,HMSP,JSMR,SSIA,TINS,UNVR",7:37:25 AM,Tuesday April 6 2021
215,216,DapurEka,"Membalas : Kalo trading, saya toleran maks -6%, jadi kalo saya ya cutloss semua. Kalo invest, yang saya gugurkan pasti HMSP, pun dulu saya
Makasih masukannya pak 
Membalas : Kalo saya ini layak hold. Yg 3 teratas akan duluan pulih. Apalagi BJBR, mungkin bulan April ini akan pulih krn mau bagi deviden.
Makasih masukannya pak  untuk tins sudah saya lakukan avg down beberapa kali, yg awalnya saya buy avg 2450 skrg sudah di avg 1960","BJBR,HMSP,TINS",7:23:48 AM,Tuesday April 6 2021
216,217,Avianto,"Membalas : BJBR -3,6%, BJTM -9,1%, DMAS -5,6%, ESSA -4,1%, HMSP -9,2%, JSMR -8,6%, SSIA -10,4%, TINS -22%, UNVR -12,4% apakah saham yg say
Kalo saya ini layak hold. Yg 3 teratas akan duluan pulih. Apalagi BJBR, mungkin bulan April ini akan pulih krn mau bagi deviden.

Sy jarang CL langsung bila udh terlalu besar minusnya. Biasa sy lakukan taichi yaitu jual sebagian (CL sebagian), beli lagi di bawah maka avg akan turun. Tp tentu lihat2 apakah sahamnya cukup aktif utk di lakukan taichi. Paling yg hrs di pertimbangkan utk taichi adalah TINS, HMSP dan UNVR.. spy avg nya turun shg minus juga turun","BJBR,BJTM,DMAS,ESSA,HMSP,JSMR,SSIA,TINS,UNVR",7:23:38 AM,Tuesday April 6 2021
217,218,Fajar Suryo,"Membalas : BJBR -3,6%, BJTM -9,1%, DMAS -5,6%, ESSA -4,1%, HMSP -9,2%, JSMR -8,6%, SSIA -10,4%, TINS -22%, UNVR -12,4% apakah saham yg say
Kalo trading, saya toleran maks -6%, jadi kalo saya ya cutloss semua.
Kalo invest, yang saya gugurkan pasti HMSP, pun dulu saya sempet optimis disini untuk invest. Cuma kan kontra sama regulasi. 
Untuk ESSA saya engga pernah nengok, engga tau.","BJBR,BJTM,DMAS,ESSA,HMSP,JSMR,SSIA,TINS,UNVR",6:53:58 AM,Tuesday April 6 2021
218,219,Nanang Eko,"Membalas : smoga hari ini ihsg gap up 100 poin, closing 200 poin amin
Mending naik standar aja dripda gap up bsok nutup lg, gap gep terus ",AMIN,6:48:05 AM,Tuesday April 6 2021
219,220,41056 (Rizki Putra Perdana),"smoga hari ini ihsg gap up 100 poin, closing 200 poin amin",AMIN,6:46:03 AM,Tuesday April 6 2021
220,221,Jafar Sim,"Membalas : Bacanya gmn ini om?
Saya ambil yg pesimis yaitu pola falling three methods, secara hitungan harusnya hari ini ke 5874 dan mgkn tgl 8 5650 ribon ijo closing di 5773, sambil tanggalannya pakai ilmu cocokmologi dengan prediksi pak @JuthaBram   tapiii... Biasanya saya salah, seperti kemarin  ",POLA,6:34:58 AM,Tuesday April 6 2021
221,222,Jafar Sim,"Jreengg jreengg,, ihsg di persimpangan, kalau naik berarti on track pola symmetrical triangles, saya lebih suka yg pesimis, jadi ihsg dibuka menguat teknikal ribon ke 5988 trus turun sampai 5850 closing 5874  ihsg:5850-5874-5988-6033 closing 5874 bagaimana menurut bapak @JuthaBram?
Ini adalah foto","POLA,TRUS",5:58:10 AM,Tuesday April 6 2021
222,223,Wirawan,"Membalas : Photo
Saya baru baca yg no 1 dan 5.  Buku2 Van Tharp bagus menurut saya. Trading in the Zone biasanya selalu di mention the best book tentang psychology trading.
Membalas : Photo
Seperti periode akhir 2019-awal 2020 ya pak. Masa konsolidasi sebelum crash covid-19","BACA,BEST,MASA,ZONE",5:33:03 AM,Tuesday April 6 2021
223,224,Dilan2000,"Membalas : Kalau anda membuka disertasi2 dan penelitian2 ilmiah dari para ahli math yg melakukan backtest lalu menghitung korelasi dari rat
korelasi dari ratio pergerakan benda langit terhadap pasar finansial ini,; 

Berat juga ternyata astro ini. Klo ada chart korelasinya  oerlu di share nih. Saya lbh gampang baca chart drpd mikir berat2 :)
",BACA,2:11:42 AM,Tuesday April 6 2021
224,225,Jee Satya MantabBro,"Membalas : Nah, kalau schuman resonance ini emang bener adanya pak. Dr hasil penelitian emang dikatakan, pancaran gelombang elektromagnetic
Tubuh manusia memiliki energi listrik sekitar 10 watt, yang berasal dari otak. 
Bahkan, otak manusia yang mempunyai berat 1,5 kg mempunyai frekuensi 0,5 Hertz hingga 40 Hertz serta tegangan mulai -90 milivolt hingga 40 milivolt.
""Aktivitas otak menghasilkan listrik tubuh berbeda-beda tergantung gelombang frekuensi dan tegangan listrik di otak

Gelombang otak ini bisa diukur dengan alat EEG (Elektro Ensefalo Gram). 
Hasil pengukuran tersebut menggolongkan gelombang otak menjadi gelombang gama saat otak mencapai 40 Hz, gelombang Beta saat otak dalam keadaan bergairah, gelombang Alfa saat otak dalam keadaan tenang (8 - 12 Hz), gelombang teta ketika mengantuk, gelombang delta ketika tidur dan kondisi koma dibawah 0,5 Hz

Dalam otak terdapat neuro transmiter, 
Jika ada transmiter, tentu ada receivernya. Simplenya begitu.

Emosi manusia dihasilkan dari perubahan frekwensi gelombang otak. Rotasi geseran antar planet memancarkan gelombang
Gelombang berbeda beda tiap detik, menit, jam nya yg bisa jadi mempengaruhi pula emosi kita dari waktu ke waktu. Saat gembira ada gairah, saat gelombang menimbulkan depresi membuat lesu. Itulah kadang kita rasakan perasaan gak enak yg sama dg org lain ketika kita bertanya. Atau firasat

Orang yg meditasi di ruang terbuka dan hening zaman dulu kala bisa merasakan perubshan frekwensi ini(krn zaman dulu kala seb masehi .. gak ada kerjaan, pikiran relaxs, bebas, emosi lepas dari aktivitas stress kota spt zaman skrg yg melelahkan)

Di zaman modernpun org tetep terkena dampak frek ini, krn arus/current ion listrik di alam semesta raya lebih gede ""watt"" nya pd pemancaran frek ini.
Sebangsa schumann freq, dll 

Diperkirakan emosi2 mempengaruhi market juga mungkin...","GAMA,KOTA",2:00:20 AM,Tuesday April 6 2021
225,226,Jutha Bram,"Membalas : Astro sama kyk orang percaya suport resist. Banyak yg percaya banyak yg ikuti.
Kalau anda membuka disertasi2 dan penelitian2 ilmiah dari para ahli math yg melakukan backtest lalu menghitung korelasi dari ratio pergerakan benda langit terhadap pasar finansial ini, anda pasti tidak akan berkata bahwa ini adalah self fulfill prophecy, tetapi adalah suatu ilmu eksakta yg dpt dikaji dan dipetakan 

But sometimes, emang lbh gampang utk menyerah dan blame others drpd belajar 
Membalas : https://en.m.wikipedia.org/wiki/Schumann_resonances
Nah, kalau schuman resonance ini emang bener adanya pak.
Dr hasil penelitian emang dikatakan, pancaran gelombang elektromagnetic dari susunan suatu benda langit emang memiliki efek yg berbeda beda terhadap otak manusia tergantung dari posisi benda langit tersebut, yg menyebabkan perubahan kondisi pada bumi. Misal : Malam, siang. Panas, dingin. Pasang, surut. Dsb...

Thank you pak literaturnya 
",BUMI,1:46:18 AM,Tuesday April 6 2021
226,227,Jutha Bram,"Membalas : Tidak ada orang yang mau disebut sebagai bandar, karena bandar selalu berkaitan dg hal yg negatif. Misal bandar narkoba, bandar
Tambahan pak.
1. Seringkali terjadi, bandar dari suatu saham adalah emitennya sendiri.
2. Seringkali terjadi, bandar terus2an mengerek harga sambil melakukan distribusi (makan barang antriannya sendiri) utk menghemat dana demi tercapainya tujuan.
3. Seringkali terjadi market maker menggunakan automatic order/robo trading, agar bisa menarik offer yg tebal sekaligus dgn memakan offer2 sisa.
4. Seringkali terjadi market maker bekerja dlm tim yg mayoritas ahli statistika dan matematika.
5. Seringkali terjadi perpindahan barang dari kocek kiri ke kocek kanan sahaja yg membuat detector BDM terkecoh.
6. Seringkali terjadi BD memakai reverse psychology, dmn mereka dgn terang2an menunjukkan bahwa harga akan mereka naikkan, tp ritel malah takut.

Dan banyak hal laennya...

Yg pasti antara satu market maker dgn lainnya memiliki teknik dan strategi berbeda.
Tp kl kita sdh hapal mampus ciri2 dan gaya ""main"" mereka, disaat itulah kita bisa trade follow the giant ","AGAR,SATU",12:44:40 AM,Tuesday April 6 2021
